ticket_id,created_at,created_by,email,location,department,category,priority,description,resolution_time_hours,resolved_at,resolution_notes,satisfaction_score
HBIT-11698,2025-07-27 19:48:15.703416,Ingeborg Huhn,ingeborg.huhn@hugoboss.com,Metzingen Headquarters,Retail Operations,VDI,High,VDI session frozen while working on CLO 3D,4.713814604864845,2025-07-28 00:31:05.435994,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11699,2025-07-29 08:09:47.431335,Marlene Knappe-Davids,marlene.knappe-davids@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,Performance,Medium,Extreme lag in Kaledo when opening large design files,10.210910194507171,2025-07-29 18:22:26.708035,"Optimized GPU settings, cleared cache",5
HBIT-11700,2025-06-20 04:55:38.620265,Grete Pärtzelt,grete.pärtzelt@hugoboss.com,Hamburg Neuer Wall Store,Finance,Performance,Medium,Extreme lag in Photoshop when opening large design files,6.501026191851169,2025-06-20 11:25:42.314556,"Optimized GPU settings, cleared cache",5
HBIT-11701,2025-07-19 09:52:25.893212,Kirstin Kraushaar,kirstin.kraushaar@hugoboss.com,Munich Flagship Store,Marketing,Communication,Medium,Outlook not syncing - missing emails from management,5.548875471510599,2025-07-19 15:25:21.844909,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11702,2025-09-08 06:02:58.434962,Cora Metz,cora.metz@hugoboss.com,Munich Flagship Store,Creative Design,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.3479751129314629,2025-09-08 06:23:51.145369,"Restarted SAP connector service, cleared user buffer",4
HBIT-11703,2025-07-16 20:41:15.433866,Theodora Lachmann,theodora.lachmann@hugoboss.com,Filderstadt Logistics Hub,Marketing,VDI,High,VDI session frozen while working on Adobe Illustrator,0.25,2025-07-16 20:55:53.823163,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11704,2025-06-19 06:32:25.126539,Dipl.-Ing. Theo Mans,dipl.-ing..theo.mans@hugoboss.com,Metzingen Headquarters,Marketing,VDI,High,VDI session frozen while working on Adobe Illustrator,1.2093585174284949,2025-06-19 07:44:58.817202,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11705,2025-08-09 06:14:58.988151,Helmut Nerger,helmut.nerger@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from suppliers,11.217228749656693,2025-08-09 17:28:01.011650,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11706,2025-08-01 22:46:58.790963,Bernhard van der Dussen B.A.,bernhard.van.der.dussen.b.a.@hugoboss.com,Metzingen Headquarters,Supply Chain,Performance,Medium,Extreme lag in InDesign when opening large design files,13.212196204166919,2025-08-02 11:59:42.697298,"Optimized GPU settings, cleared cache",4
HBIT-11707,2025-07-23 15:04:15.662516,Jolanta Schaaf MBA.,jolanta.schaaf.mba.@hugoboss.com,Metzingen Headquarters,Marketing,VDI,High,VDI session frozen while working on PLM System,2.593796411450556,2025-07-23 17:39:53.329597,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-11708,2025-06-20 08:34:59.062569,Theo Seip,theo.seip@hugoboss.com,Metzingen Headquarters,E-Commerce,VDI,High,VDI session frozen while working on PLM System,2.4508455058484366,2025-06-20 11:02:02.106390,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11709,2025-06-16 08:21:21.014175,Heinz-Willi Ehlert-Haase,heinz-willi.ehlert-haase@hugoboss.com,Düsseldorf Showroom,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from retail stores,2.751339835906391,2025-06-16 11:06:25.837584,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11710,2025-06-17 04:40:23.954244,Prof. Hedi Striebitz,prof..hedi.striebitz@hugoboss.com,Stuttgart Distribution Center,Supply Chain,VDI,High,VDI session frozen while working on PLM System,0.8982579203339225,2025-06-17 05:34:17.682757,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11711,2025-06-25 12:37:15.084821,Aysel Haering,aysel.haering@hugoboss.com,Frankfurt Office,Pattern Making,Performance,High,Extreme lag in Optitex when opening large design files,2.266167856399083,2025-06-25 14:53:13.289104,"Optimized GPU settings, cleared cache",4
HBIT-11712,2025-06-28 13:09:56.436028,Jessica Schleich,jessica.schleich@hugoboss.com,Metzingen Headquarters,E-Commerce,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,1.3081029054024074,2025-06-28 14:28:25.606487,"Rebooted terminal, restored network connectivity",5
HBIT-11713,2025-06-14 07:02:42.663758,Harri Hövel,harri.hövel@hugoboss.com,Berlin Kurfürstendamm Store,Product Development,VDI,High,VDI session frozen while working on PLM System,0.6139470234189297,2025-06-14 07:39:32.873042,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11714,2025-09-05 16:02:21.010007,Ulla Finke,ulla.finke@hugoboss.com,Metzingen Headquarters,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.7692528131545163,2025-09-05 16:48:30.320134,"Restarted SAP connector service, cleared user buffer",4
HBIT-11715,2025-06-13 18:13:36.039144,Dipl.-Ing. Isidor Jähn,dipl.-ing..isidor.jähn@hugoboss.com,Hamburg Neuer Wall Store,HR,VDI,High,VDI session frozen while working on Browzwear,5.876474638899761,2025-06-14 00:06:11.347844,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11716,2025-06-13 12:00:12.444729,Ing. Dagmar Putz,ing..dagmar.putz@hugoboss.com,Frankfurt Office,HR,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.3244754697186181,2025-06-13 12:19:40.556420,"Restarted SAP connector service, cleared user buffer",5
HBIT-11717,2025-07-29 06:28:52.966997,Edda Rosemann,edda.rosemann@hugoboss.com,Berlin Kurfürstendamm Store,Pattern Making,VDI,High,VDI session frozen while working on CLO 3D,0.5498910800637178,2025-07-29 07:01:52.574885,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11718,2025-08-23 10:57:49.126045,Heinz-Walter Gehringer,heinz-walter.gehringer@hugoboss.com,Hamburg Neuer Wall Store,Supply Chain,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.25,2025-08-23 11:04:28.616386,"Rebooted terminal, restored network connectivity",5
HBIT-11719,2025-06-15 00:32:40.004730,Hannchen Reichmann,hannchen.reichmann@hugoboss.com,Munich Flagship Store,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-06-15 00:35:52.469696,"Restarted SAP connector service, cleared user buffer",4
HBIT-11720,2025-08-03 08:58:24.081942,Bert Zahn MBA.,bert.zahn.mba.@hugoboss.com,Frankfurt Office,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.6598158921234587,2025-08-03 09:37:59.419154,"Restarted SAP connector service, cleared user buffer",5
HBIT-11721,2025-08-13 13:23:12.553439,Käthe Bruder,käthe.bruder@hugoboss.com,Berlin Kurfürstendamm Store,Retail Operations,Performance,High,Extreme lag in InDesign when opening large design files,2.6930982366339755,2025-08-13 16:04:47.707091,"Optimized GPU settings, cleared cache",4
HBIT-11722,2025-07-13 12:25:48.706777,Aldo Kranz,aldo.kranz@hugoboss.com,Metzingen Headquarters,Creative Design,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.3774555117827099,2025-07-13 12:48:27.546619,"Restarted SAP connector service, cleared user buffer",5
HBIT-11723,2025-09-07 21:35:35.147739,Tilmann Eigenwillig MBA.,tilmann.eigenwillig.mba.@hugoboss.com,Munich Flagship Store,Pattern Making,VDI,High,VDI session frozen while working on Browzwear,1.0823950079181786,2025-09-07 22:40:31.769768,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11724,2025-08-20 12:36:00.561090,Till Gierschner,till.gierschner@hugoboss.com,Munich Flagship Store,Marketing,VDI,High,VDI session frozen while working on Browzwear,1.188644369180367,2025-08-20 13:47:19.680819,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11725,2025-06-16 02:47:06.290835,Hans-Georg Kaul B.Sc.,hans-georg.kaul.b.sc.@hugoboss.com,Munich Flagship Store,Pattern Making,VDI,High,VDI session frozen while working on PLM System,2.6283434362686022,2025-06-16 05:24:48.327206,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-11726,2025-06-21 08:34:41.259179,Torben Jüttner B.Sc.,torben.jüttner.b.sc.@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,2.0151524345442793,2025-06-21 10:35:35.807943,"Rebooted terminal, restored network connectivity",5
HBIT-11727,2025-07-21 18:49:04.793424,Univ.Prof. Simona Dörr,univ.prof..simona.dörr@hugoboss.com,Munich Flagship Store,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.9862171431063046,2025-07-21 19:48:15.175139,"Restarted SAP connector service, cleared user buffer",4
HBIT-11728,2025-06-27 03:22:39.690685,Ing. Pavel Grein Groth,ing..pavel.grein.groth@hugoboss.com,Frankfurt Office,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from customers,6.414994303623215,2025-06-27 09:47:33.670178,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11729,2025-07-24 04:02:26.189237,Univ.Prof. Wolfgang Mans,univ.prof..wolfgang.mans@hugoboss.com,Metzingen Headquarters,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-07-24 04:02:51.991288,"Restarted SAP connector service, cleared user buffer",3
HBIT-11730,2025-06-13 14:59:27.479419,Anett Ring,anett.ring@hugoboss.com,Düsseldorf Showroom,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.40322571148778086,2025-06-13 15:23:39.091980,"Restarted SAP connector service, cleared user buffer",5
HBIT-11731,2025-07-17 13:25:02.071400,Madlen Weimer B.Eng.,madlen.weimer.b.eng.@hugoboss.com,Berlin Kurfürstendamm Store,Visual Merchandising,VDI,High,VDI session frozen while working on PLM System,5.894781539118816,2025-07-17 19:18:43.284941,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11732,2025-06-15 15:58:19.614153,Canan Kabus,canan.kabus@hugoboss.com,Munich Flagship Store,Retail Operations,Performance,High,Extreme lag in Photoshop when opening large design files,0.6755604448477284,2025-06-15 16:38:51.631754,"Optimized GPU settings, cleared cache",4
HBIT-11733,2025-08-11 05:46:42.819258,Ing. Tilman Kade,ing..tilman.kade@hugoboss.com,Munich Flagship Store,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-08-11 05:59:57.889272,"Restarted SAP connector service, cleared user buffer",3
HBIT-11734,2025-06-15 06:41:01.118600,Marzena Lorch,marzena.lorch@hugoboss.com,Filderstadt Logistics Hub,Marketing,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,2.0456181814936962,2025-06-15 08:43:45.344053,"Rebooted terminal, restored network connectivity",4
HBIT-11735,2025-06-17 05:33:53.790204,Aloys Jähn,aloys.jähn@hugoboss.com,Hamburg Neuer Wall Store,Retail Operations,Communication,Medium,Outlook not syncing - missing emails from customers,9.36317634099476,2025-06-17 14:55:41.225032,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11736,2025-07-22 06:35:08.620851,Zbigniew Scholl-Juncken,zbigniew.scholl-juncken@hugoboss.com,Hamburg Neuer Wall Store,Retail Operations,Performance,Medium,Extreme lag in Kaledo when opening large design files,7.217824997025408,2025-07-22 13:48:12.790840,"Optimized GPU settings, cleared cache",5
HBIT-11737,2025-08-02 03:01:36.173090,Detlev Fischer,detlev.fischer@hugoboss.com,Munich Flagship Store,Product Development,Performance,Medium,Extreme lag in InDesign when opening large design files,14.064935628654672,2025-08-02 17:05:29.941353,"Optimized GPU settings, cleared cache",4
HBIT-11738,2025-06-16 02:12:10.836482,Sibylle Dietz,sibylle.dietz@hugoboss.com,Filderstadt Logistics Hub,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.0866148629105028,2025-06-16 03:17:22.649988,"Restarted SAP connector service, cleared user buffer",5
HBIT-11739,2025-06-13 06:01:50.700109,Dörthe Junk,dörthe.junk@hugoboss.com,Filderstadt Logistics Hub,Supply Chain,Performance,Medium,Extreme lag in Optitex when opening large design files,9.863455173530552,2025-06-13 15:53:39.138734,"Optimized GPU settings, cleared cache",4
HBIT-11740,2025-08-02 09:24:58.238140,Tassilo Freudenberger-Harloff,tassilo.freudenberger-harloff@hugoboss.com,Düsseldorf Showroom,Finance,VDI,High,VDI session frozen while working on PLM System,1.6927714021400229,2025-08-02 11:06:32.215188,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11741,2025-09-01 11:12:33.895153,Danny Hornig MBA.,danny.hornig.mba.@hugoboss.com,Filderstadt Logistics Hub,Marketing,VDI,High,VDI session frozen while working on Adobe Illustrator,4.478457881997118,2025-09-01 15:41:16.343528,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11742,2025-07-02 12:45:11.046690,Hilma Römer,hilma.römer@hugoboss.com,Frankfurt Office,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.5235851316042803,2025-07-02 13:16:35.953164,"Restarted SAP connector service, cleared user buffer",4
HBIT-11743,2025-07-13 04:30:18.915477,Ludwig Freudenberger MBA.,ludwig.freudenberger.mba.@hugoboss.com,Düsseldorf Showroom,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.4645283026129604,2025-07-13 04:58:11.217366,"Restarted SAP connector service, cleared user buffer",5
HBIT-11744,2025-07-30 03:43:41.287192,Dipl.-Ing. Nora Gotthard B.A.,dipl.-ing..nora.gotthard.b.a.@hugoboss.com,Frankfurt Office,HR,VDI,High,VDI session frozen while working on Browzwear,0.6125169699335054,2025-07-30 04:20:26.348284,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11745,2025-06-27 16:09:05.542366,Adolfine Koch II,adolfine.koch.ii@hugoboss.com,Stuttgart Distribution Center,Marketing,VDI,High,VDI session frozen while working on Adobe Illustrator,1.7188437498379605,2025-06-27 17:52:13.379865,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11746,2025-06-14 21:21:03.819403,Joachim Berger,joachim.berger@hugoboss.com,Munich Flagship Store,Finance,VDI,High,VDI session frozen while working on Adobe Illustrator,0.6112999274355058,2025-06-14 21:57:44.499142,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11747,2025-06-25 01:05:39.471910,Brita Neuschäfer,brita.neuschäfer@hugoboss.com,Berlin Kurfürstendamm Store,Product Development,Communication,Medium,Outlook not syncing - missing emails from retail stores,6.143586790690227,2025-06-25 07:14:16.384356,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11748,2025-07-03 08:01:46.566680,Annelore Seidel-Wirth,annelore.seidel-wirth@hugoboss.com,Stuttgart Distribution Center,Finance,VDI,High,VDI session frozen while working on Browzwear,0.7172953060355328,2025-07-03 08:44:48.829782,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11749,2025-07-26 07:16:46.756326,Anastasia Paffrath,anastasia.paffrath@hugoboss.com,Hamburg Neuer Wall Store,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from management,9.673672426141701,2025-07-26 16:57:11.977060,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11750,2025-08-16 21:18:48.687168,Annerose Heuser,annerose.heuser@hugoboss.com,Frankfurt Office,Product Development,VDI,High,VDI session frozen while working on Browzwear,0.25,2025-08-16 21:30:10.432316,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11751,2025-06-13 00:21:12.877582,Ing. Lucia Sölzer,ing..lucia.sölzer@hugoboss.com,Düsseldorf Showroom,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from management,2.0236025728849545,2025-06-13 02:22:37.846844,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11752,2025-09-01 01:04:23.218331,Wolf-Dieter Bärer B.Sc.,wolf-dieter.bärer.b.sc.@hugoboss.com,Berlin Kurfürstendamm Store,Retail Operations,Communication,Medium,Outlook not syncing - missing emails from suppliers,9.508133096293287,2025-09-01 10:34:52.497478,"Recreated Outlook profile, fixed autodiscover",3
HBIT-11753,2025-06-13 20:45:07.758605,Ester Johann,ester.johann@hugoboss.com,Berlin Kurfürstendamm Store,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from management,5.83076537644869,2025-06-14 02:34:58.513960,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11754,2025-08-31 16:31:11.027414,Resi Hande,resi.hande@hugoboss.com,Hamburg Neuer Wall Store,Supply Chain,VDI,High,VDI session frozen while working on Browzwear,0.39034772456536243,2025-08-31 16:54:36.279222,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11755,2025-06-15 23:25:10.197731,Univ.Prof. Karl-Jürgen Krause B.Sc.,univ.prof..karl-jürgen.krause.b.sc.@hugoboss.com,Filderstadt Logistics Hub,Supply Chain,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.272831987545167,2025-06-16 00:41:32.392886,"Rebooted terminal, restored network connectivity",4
HBIT-11756,2025-08-16 10:32:08.603648,Prof. Carla Holzapfel,prof..carla.holzapfel@hugoboss.com,Düsseldorf Showroom,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from retail stores,9.948842327097895,2025-08-16 20:29:04.436026,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11757,2025-09-06 00:03:34.832099,Ing. Kirstin Franke MBA.,ing..kirstin.franke.mba.@hugoboss.com,Berlin Kurfürstendamm Store,Marketing,Communication,Medium,Outlook not syncing - missing emails from customers,4.231490313502223,2025-09-06 04:17:28.197228,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11758,2025-07-15 02:29:38.992318,Ingetraud Haering,ingetraud.haering@hugoboss.com,Hamburg Neuer Wall Store,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.41556662645090675,2025-07-15 02:54:35.032173,"Restarted SAP connector service, cleared user buffer",4
HBIT-11759,2025-07-08 20:32:00.931078,Mathias Metz,mathias.metz@hugoboss.com,Filderstadt Logistics Hub,Finance,Communication,Medium,Outlook not syncing - missing emails from suppliers,6.758150117867232,2025-07-09 03:17:30.271502,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11760,2025-06-18 09:33:05.486277,Branka Weiß,branka.weiß@hugoboss.com,Metzingen Headquarters,Product Development,Performance,Medium,Extreme lag in InDesign when opening large design files,4.939151798454683,2025-06-18 14:29:26.432751,"Optimized GPU settings, cleared cache",4
HBIT-11761,2025-07-07 00:43:05.844616,Norbert Sölzer,norbert.sölzer@hugoboss.com,Munich Flagship Store,Visual Merchandising,VDI,High,VDI session frozen while working on CLO 3D,0.9627859533707391,2025-07-07 01:40:51.874048,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11762,2025-08-17 04:21:10.471559,Helmar Niemeier,helmar.niemeier@hugoboss.com,Frankfurt Office,HR,Communication,Medium,Outlook not syncing - missing emails from suppliers,10.09999546779047,2025-08-17 14:27:10.455243,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11763,2025-08-26 00:34:55.881243,Vitus Haase,vitus.haase@hugoboss.com,Berlin Kurfürstendamm Store,HR,Performance,Medium,Extreme lag in Optitex when opening large design files,5.583678159220607,2025-08-26 06:09:57.122616,"Optimized GPU settings, cleared cache",4
HBIT-11764,2025-06-25 21:45:45.389468,Remo Mühle B.Eng.,remo.mühle.b.eng.@hugoboss.com,Stuttgart Distribution Center,Finance,Communication,Medium,Outlook not syncing - missing emails from management,3.9976062822483103,2025-06-26 01:45:36.772084,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11765,2025-06-17 14:20:14.464428,Dipl.-Ing. Hans D. Kühnert B.A.,dipl.-ing..hans.d..kühnert.b.a.@hugoboss.com,Metzingen Headquarters,HR,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.5031673412651153,2025-06-17 14:50:25.866857,"Restarted SAP connector service, cleared user buffer",5
HBIT-11766,2025-06-21 16:04:37.435975,Univ.Prof. Rolf-Peter Mentzel B.Eng.,univ.prof..rolf-peter.mentzel.b.eng.@hugoboss.com,Hamburg Neuer Wall Store,HR,VDI,High,VDI session frozen while working on CLO 3D,1.8247297750662395,2025-06-21 17:54:06.463165,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11767,2025-06-13 18:47:22.969802,Janus Rosemann,janus.rosemann@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Communication,High,Outlook not syncing - missing emails from management,0.31536165463342286,2025-06-13 19:06:18.271759,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11768,2025-09-10 14:23:59.072428,Nadin Stolze,nadin.stolze@hugoboss.com,Düsseldorf Showroom,E-Commerce,Communication,High,Outlook not syncing - missing emails from suppliers,1.1966681428346466,2025-09-10 15:35:47.077742,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11769,2025-06-16 10:53:41.657291,Wera Müller,wera.müller@hugoboss.com,Munich Flagship Store,HR,VDI,High,VDI session frozen while working on CLO 3D,0.33866249849262087,2025-06-16 11:14:00.842286,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11770,2025-09-04 02:25:32.561938,Fritz Kreusel-Roskoth,fritz.kreusel-roskoth@hugoboss.com,Metzingen Headquarters,Pattern Making,VDI,High,VDI session frozen while working on PLM System,3.0122672231989562,2025-09-04 05:26:16.723942,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11771,2025-07-30 19:08:01.300147,Gitta Mentzel,gitta.mentzel@hugoboss.com,Munich Flagship Store,Product Development,Communication,Medium,Outlook not syncing - missing emails from management,9.751224063289735,2025-07-31 04:53:05.706775,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11772,2025-06-16 06:10:04.741543,Herr Recep Patberg MBA.,herr.recep.patberg.mba.@hugoboss.com,Munich Flagship Store,HR,Communication,Medium,Outlook not syncing - missing emails from suppliers,10.866828553547043,2025-06-16 17:02:05.324336,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11773,2025-08-23 04:07:19.269455,Maximilian Lübs,maximilian.lübs@hugoboss.com,Stuttgart Distribution Center,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.25,2025-08-23 04:10:57.679519,"Restarted SAP connector service, cleared user buffer",4
HBIT-11774,2025-06-25 00:35:43.232839,Ernst-Dieter Bärer,ernst-dieter.bärer@hugoboss.com,Düsseldorf Showroom,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,2.8116153400601602,2025-06-25 03:24:25.048063,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11775,2025-06-14 03:05:33.294898,Gülten Hein,gülten.hein@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,1.0088376469282345,2025-06-14 04:06:05.110427,"Rebooted terminal, restored network connectivity",5
HBIT-11776,2025-06-29 00:25:56.859614,Irmgard Junck,irmgard.junck@hugoboss.com,Metzingen Headquarters,Marketing,Communication,Medium,Outlook not syncing - missing emails from suppliers,11.42489320058864,2025-06-29 11:51:26.475136,"Recreated Outlook profile, fixed autodiscover",3
HBIT-11777,2025-07-12 11:16:04.453450,Prof. Gottlieb Gude B.A.,prof..gottlieb.gude.b.a.@hugoboss.com,Stuttgart Distribution Center,Creative Design,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.25,2025-07-12 11:20:34.185928,"Restarted SAP connector service, cleared user buffer",4
HBIT-11778,2025-06-15 22:26:03.274967,Andrea Carsten,andrea.carsten@hugoboss.com,Berlin Kurfürstendamm Store,Marketing,Performance,Medium,Extreme lag in Optitex when opening large design files,15.245888284262366,2025-06-16 13:40:48.472790,"Optimized GPU settings, cleared cache",4
HBIT-11779,2025-06-13 05:02:21.320668,Dietrich Ullmann,dietrich.ullmann@hugoboss.com,Metzingen Headquarters,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.7763054195777369,2025-06-13 05:48:56.020178,"Restarted SAP connector service, cleared user buffer",5
HBIT-11780,2025-09-08 18:44:05.921067,Prof. Diethard Fritsch MBA.,prof..diethard.fritsch.mba.@hugoboss.com,Metzingen Headquarters,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.28449369089421556,2025-09-08 19:01:10.098354,"Restarted SAP connector service, cleared user buffer",4
HBIT-11781,2025-08-10 17:17:31.787580,Kira Döring,kira.döring@hugoboss.com,Düsseldorf Showroom,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.1287734032673686,2025-08-10 18:25:15.371832,"Restarted SAP connector service, cleared user buffer",5
HBIT-11782,2025-06-13 11:44:39.319624,Ing. Guenther Kroker,ing..guenther.kroker@hugoboss.com,Frankfurt Office,Product Development,VDI,High,VDI session frozen while working on Browzwear,0.5815525395755404,2025-06-13 12:19:32.908766,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11783,2025-06-26 22:08:14.117344,Heinz-Jürgen Biggen-Pohl,heinz-jürgen.biggen-pohl@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,Communication,Medium,Outlook not syncing - missing emails from suppliers,6.495856196314428,2025-06-27 04:37:59.199651,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11784,2025-09-03 08:34:53.271275,Pierre Hentschel,pierre.hentschel@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Performance,Medium,Extreme lag in Kaledo when opening large design files,2.717627186252721,2025-09-03 11:17:56.729146,"Optimized GPU settings, cleared cache",5
HBIT-11785,2025-06-25 01:24:09.697226,Wera Margraf,wera.margraf@hugoboss.com,Munich Flagship Store,Marketing,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.0899203738985292,2025-06-25 02:29:33.410572,"Rebooted terminal, restored network connectivity",5
HBIT-11786,2025-08-04 16:22:02.032482,Stilla Lorch,stilla.lorch@hugoboss.com,Hamburg Neuer Wall Store,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.4379964813312707,2025-08-04 17:48:18.819815,"Restarted SAP connector service, cleared user buffer",4
HBIT-11787,2025-08-05 07:03:31.036956,Hedwig Trapp MBA.,hedwig.trapp.mba.@hugoboss.com,Stuttgart Distribution Center,Product Development,VDI,High,VDI session frozen while working on CLO 3D,0.831964693360871,2025-08-05 07:53:26.109852,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11788,2025-07-30 09:33:10.963944,Edeltraut Hertrampf B.A.,edeltraut.hertrampf.b.a.@hugoboss.com,Hamburg Neuer Wall Store,HR,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.3770909590051743,2025-07-30 09:55:48.491396,"Rebooted terminal, restored network connectivity",5
HBIT-11789,2025-06-24 01:21:29.265050,Univ.Prof. Marija Stiebitz B.Sc.,univ.prof..marija.stiebitz.b.sc.@hugoboss.com,Munich Flagship Store,Retail Operations,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.8224789142481312,2025-06-24 03:10:50.189141,"Rebooted terminal, restored network connectivity",5
HBIT-11790,2025-06-24 10:18:28.716490,Pierre Bähr-Hartmann,pierre.bähr-hartmann@hugoboss.com,Metzingen Headquarters,Finance,VDI,High,VDI session frozen while working on Adobe Illustrator,0.3940501379204895,2025-06-24 10:42:07.296987,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11791,2025-06-14 20:48:48.716152,Sandro Flantz-Haase,sandro.flantz-haase@hugoboss.com,Düsseldorf Showroom,HR,Communication,Medium,Outlook not syncing - missing emails from management,18.63720817157866,2025-06-15 15:27:02.665570,"Recreated Outlook profile, fixed autodiscover",4
